num_env_steps_sampled_lifetime,num_episodes_lifetime,num_env_steps_trained_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,timers/training_iteration_time_sec,timers/restore_workers_time_sec,timers/training_step_time_sec,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/num_env_steps_sampled,env_runners/episode_return_mean,env_runners/num_episodes,env_runners/num_env_steps_sampled_lifetime,env_runners/sample,env_runners/episode_len_mean,env_runners/episode_len_max,num_agent_steps_sampled_lifetime/default_agent,fault_tolerance/num_healthy_workers,fault_tolerance/num_in_flight_async_reqs,fault_tolerance/num_remote_worker_restarts,perf/cpu_util_percent,perf/ram_util_percent,env_runners/agent_episode_returns_mean/default_agent,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/module_episode_returns_mean/default_policy,env_runners/num_module_steps_sampled/default_policy,learners/default_policy/vf_explained_var,learners/default_policy/num_non_trainable_parameters,learners/default_policy/curr_kl_coeff,learners/default_policy/vf_loss,learners/default_policy/entropy,learners/default_policy/total_loss,learners/default_policy/policy_loss,learners/default_policy/num_trainable_parameters,learners/default_policy/vf_loss_unclipped,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/mean_kl_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/module_train_batch_size_mean,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/num_module_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_non_trainable_parameters
44000,568,44719,False,11,94ea2_00000,2024-12-07_19-55-01,1733597701,6.609851360321045,68.01641869544983,2720159,DanielAhmed,192.168.137.208,68.01641869544983,11,2.5293917738009055,4.404684854204138,0.018935929962619776,6.081793427467346,1.1324882507324219e-05,6.081647157669067,0.6009613872733566,1,10.0,-42.85901430329374,4000,-10.9533711885283,58,3124000,2.3493527300898447,73.77571428571429,100,44000,14,0,0,32.61,84.74000000000001,-10.9533711885283,4000,264000,264000,-10.9533711885283,4000,0.0012137889862060547,0.0,0.000244140625,3.2881970405578613,2.069976806640625,1.620476484298706,-0.0029237251728773117,1224441.0,7.619326114654541,0.8462251424789429,0.0001,0.003187766531482339,0.01,4052.077009974701,10.0,4071,1224441.0,4071,4071,0.551779842046313,0.0
48000,614,48779,False,12,94ea2_00000,2024-12-07_19-55-07,1733597707,6.451058387756348,74.46747708320618,2720159,DanielAhmed,192.168.137.208,74.46747708320618,12,2.5292286445928283,4.399677314931961,0.01892298927320178,6.1153274297714235,1.125335693359375e-05,6.115180468559265,0.6536793957402032,1,10.0,-42.83166718498699,4000,-14.098066150134391,46,3744000,2.3486151875485053,77.84857142857142,100,48000,14,0,0,33.37777777777777,84.84444444444446,-14.098066150134391,4000,312000,312000,-14.098066150134391,4000,0.002900421619415283,0.0,0.0001220703125,2.6804115772247314,2.064187526702881,1.384678840637207,0.06511396914720535,1224441.0,2.6848151683807373,1.129989743232727,0.0001,0.003362945979461074,0.01,4052.0909450890877,11.0,4060,1224441.0,4060,4060,0.5514868838043101,0.0
52000,668,52847,False,13,94ea2_00000,2024-12-07_19-55-13,1733597713,6.055165529251099,80.52264261245728,2720159,DanielAhmed,192.168.137.208,80.52264261245728,13,2.5270381595968567,4.39283877842274,0.01886938868038143,6.110692000389099,1.1277198791503906e-05,6.110543131828308,0.5994145893379548,1,10.0,-43.070014836990474,4000,-13.605239906343447,54,4420000,2.34777662783273,75.70285714285714,100,52000,14,0,0,35.025000000000006,84.6375,-13.605239906343447,4000,364000,364000,-13.605239906343447,4000,0.0018495917320251465,0.0,6.103515625e-05,3.029264450073242,2.0632290840148926,1.5581657886505127,0.06416565179824829,1224441.0,4.598939418792725,0.26571574807167053,0.0001,0.0019669493194669485,0.01,4052.1061938001894,12.0,4068,1224441.0,4068,4068,0.5511663723613415,0.0
56000,714,56907,False,14,94ea2_00000,2024-12-07_19-55-19,1733597719,6.021811246871948,86.54445385932922,2720159,DanielAhmed,192.168.137.208,86.54445385932922,14,2.524247837520764,4.3863169831382685,0.01885811016370387,6.115390062332153,1.113414764404297e-05,6.11524133682251,0.6318896050792371,1,10.0,-42.96816220278765,4000,-16.45749906844701,46,5152000,2.346797359163497,83.04428571428572,100,56000,14,0,0,31.11111111111111,84.65555555555555,-16.45749906844701,4000,420000,420000,-16.45749906844701,4000,0.018840372562408447,0.0,3.0517578125e-05,2.491525888442993,2.057607650756836,1.2366992235183716,0.011512348428368568,1224441.0,3.403956174850464,4.504110336303711,0.0001,0.004081122111529112,0.01,4052.12192844256,13.0,4060,1224441.0,4060,4060,0.5508178326144525,0.0
60000,762,60969,False,15,94ea2_00000,2024-12-07_19-55-26,1733597726,6.289416074752808,92.83386993408203,2720159,DanielAhmed,192.168.137.208,92.83386993408203,15,2.521644489005592,4.3824124377467815,0.018798649272252478,6.150836372375489,1.0919570922851562e-05,6.150689554214478,0.6154203638520057,1,10.0,-42.96816220278765,4000,-14.578804622202343,48,5940000,2.3457245734040675,82.85285714285712,100,60000,14,0,0,30.84444444444445,85.04444444444444,-14.578804622202343,4000,480000,480000,-14.578804622202343,4000,0.0026665925979614258,0.0,1.52587890625e-05,2.7613794803619385,2.0463759899139404,1.3623521327972412,0.0021260578650981188,1224441.0,3.2043867111206055,3.0657334327697754,0.0001,0.002913128351792693,0.01,4052.1383377727034,14.0,4062,1224441.0,4062,4062,0.5504517633841657,0.0
64000,817,65038,False,16,94ea2_00000,2024-12-07_19-55-32,1733597732,6.183495283126831,99.01736521720886,2720159,DanielAhmed,192.168.137.208,99.01736521720886,16,2.5194467959555267,4.377095304099261,0.01876201809965205,6.170344090461731,1.049041748046875e-05,6.170191740989685,0.5849500557270947,1,10.0,-42.65962572039259,4000,-12.048558441374466,55,6784000,2.344621108052921,77.57000000000002,100,64000,14,0,0,31.84444444444445,84.92222222222223,-12.048558441374466,4000,544000,544000,-12.048558441374466,4000,0.0020969510078430176,0.0,7.62939453125e-06,2.737337589263916,2.0342817306518555,1.3890689611434937,0.04074300453066826,1224441.0,4.3750410079956055,0.7465447187423706,0.0001,0.002572842640802264,0.01,4052.1561067233997,15.0,4069,1224441.0,4069,4069,0.550060540989524,0.0
68000,873,69108,False,17,94ea2_00000,2024-12-07_19-55-38,1733597738,5.934699296951294,104.95206451416016,2720159,DanielAhmed,192.168.137.208,104.95206451416016,17,2.516306578935953,4.3702970021682415,0.01874699050846183,6.1646242380142215,1.0228157043457031e-05,6.164472484588623,0.5414426083597519,1,10.0,-42.94671612957266,4000,-12.133808930422653,56,7684000,2.3433505200701914,72.38142857142856,100,68000,14,0,0,33.8625,84.8375,-12.133808930422653,4000,612000,612000,-12.133808930422653,4000,0.0025671720504760742,0.0,3.814697265625e-06,3.1499319076538086,2.0344924926757812,1.5386717319488525,-0.015949193388223648,1224441.0,6.444295406341553,2.4588239192962646,0.0001,0.002487872028723359,0.01,4052.175306461305,16.0,4070,1224441.0,4070,4070,0.5496436146790351,0.0
72000,923,73171,False,18,94ea2_00000,2024-12-07_19-55-44,1733597744,5.814175367355347,110.7662398815155,2720159,DanielAhmed,192.168.137.208,110.7662398815155,18,2.5132061478465717,4.36235960177658,0.018729600273292353,6.14406201839447,9.775161743164062e-06,6.143912267684937,0.5475105914876415,1,10.0,-42.94671612957266,4000,-13.659969918486818,50,8640000,2.3419496622704763,74.7985714285714,100,72000,14,0,0,30.266666666666666,84.8,-13.659969918486818,4000,684000,684000,-13.659969918486818,4000,0.003273487091064453,0.0,1.9073486328125e-06,2.46964430809021,2.020322322845459,1.145425796508789,-0.06919310241937637,1224441.0,5.436902046203613,1.1191580295562744,0.0001,0.0032037373166531324,0.01,4052.1952065937794,17.0,4063,1224441.0,4063,4063,0.5492002267990571,0.0
76000,973,77235,False,19,94ea2_00000,2024-12-07_19-55-49,1733597749,5.901281356811523,116.66752123832703,2720159,DanielAhmed,192.168.137.208,116.66752123832703,19,2.5105379197880033,4.354935268768872,0.01872803989059382,6.130212569236756,9.775161743164062e-06,6.130061101913452,0.5909014770579857,1,10.0,-42.94671612957266,4000,-15.967625199587555,50,9652000,2.340479872427991,80.30428571428571,100,76000,14,0,0,34.574999999999996,85.0,-15.967625199587555,4000,760000,760000,-15.967625199587555,4000,0.007115721702575684,0.0,9.5367431640625e-07,2.629265785217285,2.016343116760254,1.2893723249435425,-0.005097054410725832,1224441.0,4.102540493011475,2.7313785552978516,0.0001,0.0032455078326165676,0.01,4052.215891192958,18.0,4064,1224441.0,4064,4064,0.5487385290746114,0.0
80000,1020,81296,False,20,94ea2_00000,2024-12-07_19-55-55,1733597755,6.010389566421509,122.67791080474854,2720159,DanielAhmed,192.168.137.208,122.67791080474854,20,2.507599714070098,4.349024521321101,0.018679214151588044,6.113255143165588,9.679794311523438e-06,6.113101935386657,0.5982870261713729,1,10.0,-42.99398334076468,4000,-16.27838227568044,47,10720000,2.3388776861802207,81.82857142857144,100,80000,14,0,0,30.488888888888887,85.03333333333333,-16.27838227568044,4000,840000,840000,-16.27838227568044,4000,0.026567816734313965,0.0,4.76837158203125e-07,2.950571060180664,2.016590118408203,1.5656154155731201,0.11049583554267883,1224441.0,4.026099681854248,3.8762431144714355,0.0001,0.003608262399211526,0.01,4052.2370425794943,19.0,4061,1224441.0,4061,4061,0.5482558118771748,0.0
84000,1075,85364,False,21,94ea2_00000,2024-12-07_19-56-01,1733597761,5.937776327133179,128.6156871318817,2720159,DanielAhmed,192.168.137.208,128.6156871318817,21,2.5048078564394087,4.342332749687873,0.018624374350088305,6.046122813224793,9.202957153320313e-06,6.045975184440612,0.5731064435933199,1,10.0,-42.99398334076468,4000,-12.311710110214067,55,11844000,2.3372063588878897,79.32714285714286,100,84000,14,0,0,33.975,85.025,-12.311710110214067,4000,924000,924000,-12.311710110214067,4000,0.0018329620361328125,0.0,2.384185791015625e-07,2.3845653533935547,2.0033199787139893,1.2108356952667236,0.03858614340424538,1224441.0,6.142229080200195,4.063740253448486,0.0001,0.003953113220632076,0.01,4052.25934934918,20.0,4068,1224441.0,4068,4068,0.5477579565255798,0.0
88000,1124,89427,False,22,94ea2_00000,2024-12-07_19-56-07,1733597767,5.774903059005737,134.39059019088745,2720159,DanielAhmed,192.168.137.208,134.39059019088745,22,2.5014562402649694,4.334678486121196,0.018565779696432787,5.9785994529724125,9.012222290039062e-06,5.978452372550964,0.5492496496982805,1,10.0,-42.99398334076468,4000,-8.273170686565484,49,13024000,2.335368599345993,76.66285714285713,100,88000,14,0,0,32.7875,85.0375,-8.273170686565484,4000,1012000,1012000,-8.273170686565484,4000,0.00341796875,0.0,1.1920928955078125e-07,1.8544880151748657,2.0090255737304688,1.0021449327468872,0.09499121457338333,1224441.0,2.574968099594116,0.5424318909645081,0.0001,0.0033330649603158236,0.01,4052.282286279214,21.0,4063,1224441.0,4063,4063,0.5472360386050266,0.0
92000,1172,93488,False,23,94ea2_00000,2024-12-07_19-56-13,1733597773,5.844286680221558,140.234876871109,2720159,DanielAhmed,192.168.137.208,140.234876871109,23,2.4987747203122193,4.327110565229883,0.0185326759595099,5.957433772087097,8.749961853027344e-06,5.957287907600403,0.5835460916133264,1,10.0,-42.82638964953584,4000,-10.74532638771876,48,14260000,2.333521540412122,81.34285714285718,100,92000,14,0,0,31.011111111111113,84.88888888888889,-10.74532638771876,4000,1104000,1104000,-10.74532638771876,4000,0.0037239789962768555,0.0,5.960464477539063e-08,2.285828113555908,2.004781484603882,1.1153525114059448,-0.007513883523643017,1224441.0,3.7467870712280273,1.5511796474456787,0.0001,0.002743723103776574,0.01,4052.3056385357127,22.0,4061,1224441.0,4061,4061,0.5466909538660332,0.0
96000,1223,97552,False,24,94ea2_00000,2024-12-07_19-56-19,1733597779,5.980209827423096,146.2150866985321,2720159,DanielAhmed,192.168.137.208,146.2150866985321,24,2.496440263509146,4.320663260777664,0.018520801069837958,5.953303956985474,8.7738037109375e-06,5.953157806396485,0.5806135373482745,1,10.0,-42.82638964953584,4000,-11.872135620520258,51,15552000,2.3316876171015135,78.73285714285716,100,96000,14,0,0,34.4625,84.9375,-11.872135620520258,4000,1200000,1200000,-11.872135620520258,4000,0.010022997856140137,0.0,2.9802322387695312e-08,2.8017802238464355,1.9915190935134888,1.304609775543213,-0.07636528462171555,1224441.0,6.569448471069336,1.4261900186538696,0.0001,0.0017520064720883965,0.01,4052.3296955184537,23.0,4064,1224441.0,4064,4064,0.5461240073217591,0.0
100000,1275,101618,False,25,94ea2_00000,2024-12-07_19-56-25,1733597785,6.000196218490601,152.2152829170227,2720159,DanielAhmed,192.168.137.208,152.2152829170227,25,2.495046916884023,4.313594494039856,0.018472353509107857,5.924408578872681,8.702278137207031e-06,5.924262428283692,0.5724479493180321,1,10.0,-42.715561309812315,4000,-12.171344040742026,52,16900000,2.32990641140584,77.01714285714284,100,100000,14,0,0,31.43333333333333,85.11111111111113,-12.171344040742026,4000,1300000,1300000,-12.171344040742026,4000,0.012713491916656494,0.0,1.4901161193847656e-08,2.738130807876587,2.0143022537231445,1.3616793155670166,0.012756919488310814,1224441.0,4.045949935913086,1.0172079801559448,0.0001,0.0028865253552794456,0.01,4052.3546407976864,24.0,4066,1224441.0,4066,4066,0.545539694662784,0.0
104000,1321,105678,False,26,94ea2_00000,2024-12-07_19-56-31,1733597791,5.8761351108551025,158.0914180278778,2720159,DanielAhmed,192.168.137.208,158.0914180278778,26,2.492948390855159,4.306057211089538,0.018457510493987098,5.893764185905456,8.678436279296875e-06,5.893625164031983,0.6111900498065267,1,10.0,-42.862742409540296,4000,-13.818695820314552,46,18304000,2.3281646166466547,81.73142857142861,100,104000,14,0,0,34.8625,85.1875,-13.818695820314552,4000,1404000,1404000,-13.818695820314552,4000,0.030570924282073975,0.0,7.450580596923828e-09,2.619602918624878,1.9971888065338135,1.3794090747833252,0.08957955241203308,1224441.0,3.787982225418091,2.355471611022949,0.0001,0.00258954637683928,0.01,4052.379854201782,25.0,4060,1224441.0,4060,4060,0.5449339116229561,0.0
108000,1374,109744,False,27,94ea2_00000,2024-12-07_19-56-37,1733597797,6.0434417724609375,164.13485980033875,2720159,DanielAhmed,192.168.137.208,164.13485980033875,27,2.4904032073365747,4.300731826498509,0.018437084369158575,5.904616832733154,8.7738037109375e-06,5.904477667808533,0.6156721485814028,1,10.0,-42.93847106169863,4000,-12.623887585639817,53,19764000,2.326426140642285,82.35285714285716,100,108000,14,0,0,30.800000000000004,85.02222222222223,-12.623887585639817,4000,1512000,1512000,-12.623887585639817,4000,0.023649275302886963,0.0,3.725290298461914e-09,2.775113344192505,2.0099687576293945,1.4502654075622559,0.08280840516090393,1224441.0,3.1013996601104736,1.6488791704177856,0.0001,0.002467172686010599,0.01,4052.4059278737163,26.0,4066,1224441.0,4066,4066,0.5443140468281571,0.0
112000,1426,113810,False,28,94ea2_00000,2024-12-07_19-56-43,1733597803,6.1839330196380615,170.3187928199768,2720159,DanielAhmed,192.168.137.208,170.3187928199768,28,2.488238324263181,4.2964932662334565,0.01842557849540319,5.941445779800415,8.654594421386718e-06,5.941306710243225,0.5668824045666095,1,10.0,-42.93847106169863,4000,-10.790585272000232,52,21280000,2.3247519388242908,75.3557142857143,100,112000,14,0,0,31.555555555555557,85.0,-10.790585272000232,4000,1624000,1624000,-10.790585272000232,4000,0.054471611976623535,0.0,1.862645149230957e-09,2.8102335929870605,2.0003862380981445,1.3800216913223267,-0.005091269034892321,1224441.0,5.000089645385742,1.5378772020339966,0.0001,0.0023311516270041466,0.01,4052.4328420867914,27.0,4066,1224441.0,4066,4066,0.5436749819950925,0.0
116000,1472,117870,False,29,94ea2_00000,2024-12-07_19-56-49,1733597809,6.163419723510742,176.48221254348755,2720159,DanielAhmed,192.168.137.208,176.48221254348755,29,2.4868739366002997,4.291327315171039,0.018394329130454266,5.967521238327026,8.749961853027344e-06,5.967382025718689,0.6076473833077968,1,10.0,-42.963961003028786,4000,-13.556568164788137,46,22852000,2.3232186874985747,79.53142857142859,100,116000,14,0,0,32.44444444444444,84.9111111111111,-13.556568164788137,4000,1740000,1740000,-13.556568164788137,4000,0.02432352304458618,0.0,9.313225746154785e-10,3.2700107097625732,2.002547025680542,1.483736515045166,-0.1312434822320938,1224441.0,5.7128777503967285,7.206596851348877,0.0001,0.0018826472805812955,0.01,4052.459977422818,28.0,4060,1224441.0,4060,4060,0.5430170023109059,0.0
120000,1520,121931,False,30,94ea2_00000,2024-12-07_19-56-55,1733597815,6.08073353767395,182.5629460811615,2720159,DanielAhmed,192.168.137.208,182.5629460811615,30,2.484782971574362,4.286138264659428,0.018368366288880254,5.974587035179138,8.678436279296875e-06,5.974447846412659,0.6203079241257258,1,10.0,-42.963961003028786,4000,-14.600221583356344,48,24480000,2.321683286503988,81.33142857142855,100,120000,14,0,0,34.6625,85.05,-14.600221583356344,4000,1860000,1860000,-14.600221583356344,4000,0.02954733371734619,0.0,4.656612873077393e-10,2.4548795223236084,2.0223217010498047,1.2483000755310059,0.04108356311917305,1224441.0,4.5782294273376465,1.071959376335144,0.0001,0.00269912788644433,0.01,4052.4874267679156,29.0,4061,1224441.0,4061,4061,0.5423477656160018,0.0
124000,1573,125998,False,31,94ea2_00000,2024-12-07_19-57-01,1733597821,5.884035110473633,188.44698119163513,2720159,DanielAhmed,192.168.137.208,188.44698119163513,31,2.4821124425187326,4.279618745122971,0.018359666455775192,5.9692702293396,8.702278137207031e-06,5.969130873680115,0.5757727989018895,1,10.0,-42.963961003028786,4000,-12.289132725463988,53,26164000,2.3200452521677017,77.92285714285714,100,124000,14,0,0,30.088888888888885,85.23333333333333,-12.289132725463988,4000,1984000,1984000,-12.289132725463988,4000,0.08597368001937866,0.0,2.3283064365386963e-10,2.473435163497925,2.0263915061950684,1.2810046672821045,0.06455089151859283,1224441.0,4.349612236022949,1.3281221389770508,0.0001,0.0013504846720024943,0.01,4052.515781128369,30.0,4067,1224441.0,4067,4067,0.5416581989094652,0.0
