num_env_steps_sampled_lifetime,num_episodes_lifetime,num_env_steps_trained_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,timers/training_iteration_time_sec,timers/restore_workers_time_sec,timers/training_step_time_sec,env_runners/episode_return_min,env_runners/episode_return_max,env_runners/num_episodes,env_runners/episode_len_min,env_runners/num_env_steps_sampled,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/episode_len_max,env_runners/sample,env_runners/episode_duration_sec_mean,num_agent_steps_sampled_lifetime/default_agent,fault_tolerance/num_healthy_workers,fault_tolerance/num_in_flight_async_reqs,fault_tolerance/num_remote_worker_restarts,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_episode_returns_mean/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_module_steps_sampled/default_policy,env_runners/agent_episode_returns_mean/default_agent,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained,learners/default_policy/vf_loss_unclipped,learners/default_policy/mean_kl_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/policy_loss,learners/default_policy/module_train_batch_size_mean,learners/default_policy/total_loss,learners/default_policy/num_module_steps_trained,learners/default_policy/curr_kl_coeff,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/entropy,learners/default_policy/num_trainable_parameters,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/vf_explained_var,learners/default_policy/num_non_trainable_parameters,learners/default_policy/vf_loss,learners/default_policy/default_optimizer_learning_rate
44000,612,44765,False,11,94ea2_00001,2024-12-08_07-56-09,1733640969,5.949351072311401,70.1547954082489,1034571,DanielAhmed,192.168.137.208,70.1547954082489,11,3.921472973092263,4.465739850312384,0.019595056878926244,6.135559773445129,1.1086463928222656e-05,6.135408973693847,-42.79654566707057,10.0,53,1,4000,-11.25775154606573,3124000,68.7442857142857,100,3.68584512056431,0.5237411965164521,44000,14,0,0,31.744444444444444,88.57777777777778,-11.25775154606573,264000,4000,264000,4000,-11.25775154606573,4067,1224441.0,0.0,0.7660170340626712,4067,2.782088279724121,0.00296718068420887,0.01,0.06315290182828903,4066.0198921772085,0.8311403393745422,4067,0.000244140625,10.0,2.0605459213256836,1224441.0,3.1926512718200684,0.3387454152107239,0.0,1.5771828889846802,0.0001
48000,657,48823,False,12,94ea2_00001,2024-12-08_07-56-15,1733640975,6.030359268188477,76.18515467643738,1034571,DanielAhmed,192.168.137.208,76.18515467643738,12,3.9054847466813785,4.457860079429292,0.01955162221010904,6.117084813117981,1.080036163330078e-05,6.11692750453949,-42.664023063710424,10.0,45,1,4000,-12.652440155762193,3744000,79.15571428571428,100,3.6744731150012457,0.6030094941048552,48000,14,0,0,35.4125,88.5625,-12.652440155762193,312000,4000,312000,4000,-12.652440155762193,4058,1224441.0,0.0,0.7654846186353557,4058,1.119985818862915,0.0024515148252248764,0.01,0.022385908290743828,4066.0225883542976,0.5618375539779663,4058,0.0001220703125,11.0,2.0541837215423584,1224441.0,8.961689949035645,0.46503132581710815,0.0,1.119985818862915,0.0001
52000,715,52895,False,13,94ea2_00001,2024-12-08_07-56-21,1733640981,6.100893020629883,82.28604769706726,1034571,DanielAhmed,192.168.137.208,82.28604769706726,13,3.8889684784943546,4.4514113905149495,0.019532714838023275,6.107027077674866,1.0561943054199218e-05,6.106870555877686,-42.664023063710424,10.0,58,1,4000,-11.079331779699697,4420000,77.91428571428571,100,3.66270898753376,0.5900849271892057,52000,14,0,0,31.15555555555556,88.58888888888889,-11.079331779699697,364000,4000,364000,4000,-11.079331779699697,4072,1224441.0,0.0,0.7649159744631807,4072,1.6249067783355713,0.003299024887382984,0.01,0.11082126945257187,4066.025828618627,0.668737530708313,4072,6.103515625e-05,12.0,2.062784433364868,1224441.0,7.3933939933776855,0.357421338558197,0.0,1.1570874452590942,0.0001
56000,765,56959,False,14,94ea2_00001,2024-12-08_07-56-27,1733640987,6.050185918807983,88.33623361587524,1034571,DanielAhmed,192.168.137.208,88.33623361587524,14,3.873178573369235,4.443984319220019,0.019493647979593336,6.087306690216065,1.0204315185546874e-05,6.087153673171997,-42.640440177946495,10.0,50,1,4000,-13.165967611648714,5152000,78.0642857142857,100,3.6506435168991187,0.5879297373559428,56000,14,0,0,31.5,88.67777777777778,-13.165967611648714,420000,4000,420000,4000,-13.165967611648714,4064,1224441.0,0.0,0.7643023172635861,4064,2.997655153274536,0.0022076170425862074,0.01,-0.04940493777394295,4066.0288018188344,0.7988328337669373,4064,3.0517578125e-05,13.0,2.0601754188537598,1224441.0,2.9444644451141357,0.2591964602470398,0.0,1.7376787662506104,0.0001
60000,822,61030,False,15,94ea2_00001,2024-12-08_07-56-33,1733640993,5.94348669052124,94.27972030639648,1034571,DanielAhmed,192.168.137.208,94.27972030639648,15,3.857158475905753,4.435938067877883,0.019476299519957732,6.018151903152466,9.942054748535157e-06,6.018001461029053,-42.87923807468676,10.0,57,1,4000,-11.869249821707342,5940000,73.63714285714282,100,3.638320560880263,0.5496097141281852,60000,14,0,0,34.675,88.69999999999999,-11.869249821707342,480000,4000,480000,4000,-11.869249821707342,4071,1224441.0,0.0,0.7636457660950354,4071,2.4954981803894043,0.0036255333106964827,0.01,0.12828868627548218,4066.0322129721753,0.9694251418113708,4071,1.52587890625e-05,14.0,2.064415693283081,1224441.0,3.7033889293670654,0.21110570430755615,0.0,1.7235610485076904,0.0001
64000,879,65101,False,16,94ea2_00001,2024-12-08_07-56-39,1733640999,6.113633632659912,100.3933539390564,1034571,DanielAhmed,192.168.137.208,100.3933539390564,16,3.841457101056729,4.4295483838393155,0.01941385024470877,6.016036629676819,9.799003601074219e-06,6.015887451171875,-42.87923807468676,10.0,57,1,4000,-9.931343022533964,6784000,70.5157142857143,100,3.6258035645395434,0.5264091883750267,64000,14,0,0,30.72222222222222,88.8111111111111,-9.931343022533964,544000,4000,544000,4000,-9.931343022533964,4071,1224441.0,0.0,0.7629564467717296,4071,2.198678970336914,0.0031733757350593805,0.01,-0.02696036547422409,4066.036053022268,0.8395352959632874,4071,7.62939453125e-06,15.0,2.0631368160247803,1224441.0,1.755200743675232,0.2140653133392334,0.0,1.7742539644241333,0.0001
68000,933,69169,False,17,94ea2_00001,2024-12-08_07-56-45,1733641005,6.0186927318573,106.4120466709137,1034571,DanielAhmed,192.168.137.208,106.4120466709137,17,3.8261267519859508,4.422044317691032,0.019375703702171124,6.016561675071716,9.465217590332032e-06,6.016413235664368,-42.9289009535452,10.0,54,1,4000,-10.821219456617174,7684000,71.99428571428574,100,3.6131883263435762,0.5447063978424661,68000,14,0,0,35.212500000000006,88.7875,-10.821219456617174,612000,4000,612000,4000,-10.821219456617174,4068,1224441.0,0.0,0.7622256685952795,4068,3.202263593673706,0.0029900367371737957,0.01,0.05522230640053749,4066.0400130500616,0.8102037906646729,4068,3.814697265625e-06,16.0,2.0618505477905273,1224441.0,2.2419779300689697,0.20467275381088257,0.0,1.5511999130249023,0.0001
72000,993,73243,False,18,94ea2_00001,2024-12-08_07-56-52,1733641012,6.270635366439819,112.68268203735352,1034571,DanielAhmed,192.168.137.208,112.68268203735352,18,3.810727825706198,4.4173477674741095,0.019354601195182883,6.041292381286621,9.036064147949218e-06,6.041145753860474,-42.9289009535452,10.0,60,1,4000,-12.523104584860164,8640000,72.97,100,3.6004455595174387,0.5531542043636937,72000,14,0,0,31.311111111111117,88.55555555555556,-12.523104584860164,684000,4000,684000,4000,-12.523104584860164,4074,1224441.0,0.0,0.7614531782498799,4074,2.26582407951355,0.0016066229436546564,0.01,0.06353375315666199,4066.044690271997,0.7874071598052979,4074,1.9073486328125e-06,17.0,2.0626800060272217,1224441.0,7.338149070739746,0.37498003244400024,0.0,1.4890004396438599,0.0001
76000,1041,77305,False,19,94ea2_00001,2024-12-08_07-56-58,1733641018,6.182663202285767,118.86534523963928,1034571,DanielAhmed,192.168.137.208,118.86534523963928,19,3.7954358679991347,4.411868608009259,0.019315593623341683,6.051629900932312,9.059906005859375e-06,6.051479649543762,-42.9289009535452,10.0,48,1,4000,-11.951709191996454,9652000,78.70714285714286,100,3.5876033117052146,0.5920565215879886,76000,14,0,0,31.23333333333333,88.52222222222223,-11.951709191996454,760000,4000,760000,4000,-11.951709191996454,4062,1224441.0,0.0,0.7606502233593309,4062,2.9976346492767334,0.0027779063675552607,0.01,0.13300886750221252,4066.0488699481884,0.8714356422424316,4062,9.5367431640625e-07,18.0,2.057292938232422,1224441.0,6.912067890167236,0.20608967542648315,0.0,1.517999529838562,0.0001
80000,1091,81369,False,20,94ea2_00001,2024-12-08_07-57-04,1733641024,6.219304084777832,125.08464932441711,1034571,DanielAhmed,192.168.137.208,125.08464932441711,20,3.7803751792090337,4.406731525689206,0.019289233037195607,6.073996472358703,8.96453857421875e-06,6.073848223686218,-42.97963901933715,10.0,50,1,4000,-12.452825038875584,10720000,80.60714285714285,100,3.5746816239876864,0.603210916413227,80000,14,0,0,31.08888888888889,88.51111111111112,-12.452825038875584,840000,4000,840000,4000,-12.452825038875584,4064,1224441.0,0.0,0.7598088135117693,4064,3.892045021057129,0.0024276163894683123,0.01,0.05281725153326988,4066.052761561829,0.6470070481300354,4064,4.76837158203125e-07,19.0,2.053800106048584,1224441.0,3.9182560443878174,0.2904335856437683,0.0,1.229455590248108,0.0001
84000,1151,85443,False,21,94ea2_00001,2024-12-08_07-57-10,1733641030,6.189872980117798,131.2745223045349,1034571,DanielAhmed,192.168.137.208,131.2745223045349,21,3.765664446896946,4.401156661542237,0.019253803716933148,6.098094081878662,8.988380432128907e-06,6.097944188117981,-42.97963901933715,10.0,60,1,4000,-10.634030942809206,11844000,71.33999999999997,100,3.5617319465233925,0.532497066823167,84000,14,0,0,31.266666666666666,88.77777777777777,-10.634030942809206,924000,4000,924000,4000,-10.634030942809206,4074,1224441.0,0.0,0.7589289877906225,4074,2.347933292388916,0.0022554302122443914,0.01,0.023801205679774284,4066.057370456202,0.7633491158485413,4074,2.384185791015625e-07,20.0,2.0476980209350586,1224441.0,5.036808490753174,0.2552948594093323,0.0,1.520049810409546,0.0001
88000,1204,89510,False,22,94ea2_00001,2024-12-08_07-57-17,1733641037,6.279364109039307,137.55388641357422,1034571,DanielAhmed,192.168.137.208,137.55388641357422,22,3.75089962518797,4.396741931876746,0.01921592236990174,6.122982597351074,9.012222290039062e-06,6.122842025756836,-42.79715667982248,10.0,53,1,4000,-7.793307034918438,13024000,69.36285714285714,100,3.548770039049406,0.5170485221671074,88000,14,0,0,31.188888888888894,88.64444444444445,-7.793307034918438,1012000,4000,1012000,4000,-7.793307034918438,4067,1224441.0,0.0,0.7580209448237489,4067,7.183399200439453,0.003790730843320489,0.01,-0.14939571917057037,4066.0619818965315,0.6677277684211731,4067,1.1920928955078125e-07,21.0,2.041513681411743,1224441.0,2.5125386714935303,0.14219611883163452,0.0,1.6750770807266235,0.0001
92000,1259,93579,False,23,94ea2_00001,2024-12-08_07-57-23,1733641043,6.341370105743408,143.89525651931763,1034571,DanielAhmed,192.168.137.208,143.89525651931763,23,3.7359508419661736,4.393321993417946,0.019166945056300788,6.147111105918884,8.89301300048828e-06,6.146966552734375,-42.48062737659712,10.0,55,1,4000,-9.726817545626323,14260000,71.02857142857141,100,3.5357907229837813,0.5289157557457552,92000,14,0,0,31.222222222222214,88.71111111111112,-9.726817545626323,1104000,4000,1104000,4000,-9.726817545626323,4069,1224441.0,0.0,0.7570754587156331,4069,4.559432029724121,0.002559024142101407,0.01,-0.059685420244932175,4066.066795371009,0.5994120240211487,4069,5.960464477539063e-08,22.0,2.0338289737701416,1224441.0,2.5500378608703613,0.28949183225631714,0.0,1.3588714599609375,0.0001
96000,1309,97643,False,24,94ea2_00001,2024-12-08_07-57-29,1733641049,6.118917942047119,150.01417446136475,1034571,DanielAhmed,192.168.137.208,150.01417446136475,24,3.7215396689163858,4.387301476513928,0.019149815905660006,6.154061245918274,8.96453857421875e-06,6.153916668891907,-42.858299767512825,10.0,50,1,4000,-12.818903364806754,15552000,75.37285714285711,100,3.522847611139282,0.564733202817775,96000,14,0,0,31.522222222222222,88.65555555555555,-12.818903364806754,1200000,4000,1200000,4000,-12.818903364806754,4064,1224441.0,0.0,0.7560940531119978,4064,4.133187294006348,0.003216995857656002,0.01,-0.12760557234287262,4066.0713063778066,0.7473990321159363,4064,2.9802322387695312e-08,23.0,2.029778242111206,1224441.0,2.872781753540039,0.2567936182022095,0.0,1.7906047105789185,0.0001
100000,1360,101708,False,25,94ea2_00001,2024-12-08_07-57-35,1733641055,6.251190185546875,156.26536464691162,1034571,DanielAhmed,192.168.137.208,156.26536464691162,25,3.707081297857202,4.382866291018816,0.01912215300663096,6.184840869903565,8.988380432128907e-06,6.184694862365722,-42.880156361511446,10.0,51,1,4000,-12.942088971821681,16900000,77.14142857142856,100,3.509959737975252,0.5814472990140869,100000,14,0,0,31.72222222222222,88.7,-12.942088971821681,1300000,4000,1300000,4000,-12.942088971821681,4065,1224441.0,0.0,0.7550874703174629,4065,2.3163061141967773,0.0021500098519027233,0.01,0.0774800106883049,4066.0756204849317,0.8933753371238708,4065,1.4901161193847656e-08,24.0,2.0275204181671143,1224441.0,5.586040019989014,0.3383316993713379,0.0,1.672340989112854,0.0001
104000,1414,105776,False,26,94ea2_00001,2024-12-08_07-57-42,1733641062,6.122966289520264,162.38833093643188,1034571,DanielAhmed,192.168.137.208,162.38833093643188,26,3.6930177101084425,4.37693111335887,0.019102924056563563,6.185735535621643,8.89301300048828e-06,6.185592412948608,-43.059317462914485,10.0,54,1,4000,-13.290540506661499,18304000,77.82285714285712,100,3.4971526453028656,0.5858741719475282,104000,14,0,0,35.1375,88.8,-13.290540506661499,1404000,4000,1404000,4000,-13.290540506661499,4068,1224441.0,0.0,0.7540462075432067,4068,3.6163527965545654,0.002961366903036833,0.01,0.06334710866212845,4066.0800411792766,0.7568562030792236,4068,7.450580596923828e-09,25.0,2.0205836296081543,1224441.0,7.48862361907959,0.32073891162872314,0.0,1.4274296760559082,0.0001
108000,1466,109842,False,27,94ea2_00001,2024-12-08_07-57-48,1733641068,6.02164101600647,168.40997195243835,1034571,DanielAhmed,192.168.137.208,168.40997195243835,27,3.6792738632974036,4.369919048105426,0.01904137652602583,6.186154103279113,8.845329284667969e-06,6.186011219024659,-43.059317462914485,10.0,52,1,4000,-13.828670776230702,19764000,78.08428571428573,100,3.4844837227596632,0.5968616569055928,108000,14,0,0,32.266666666666666,88.96666666666667,-13.828670776230702,1512000,4000,1512000,4000,-13.828670776230702,4066,1224441.0,0.0,0.7529718972211017,4066,3.4093430042266846,0.0023078846279531717,0.01,-0.09664419293403625,4066.0843658976855,0.5952069759368896,4066,3.725290298461914e-09,26.0,2.0110116004943848,1224441.0,9.458813667297363,0.34919923543930054,0.0,1.4239225387573242,0.0001
112000,1523,113913,False,28,94ea2_00001,2024-12-08_07-57-54,1733641074,6.221954584121704,174.63192653656006,1034571,DanielAhmed,192.168.137.208,174.63192653656006,28,3.6655511727544416,4.365055611884152,0.019005999860959594,6.181307601928711,8.797645568847656e-06,6.1811598777771,-42.96478994600124,10.0,57,1,4000,-9.65137302596264,21280000,71.98428571428573,100,3.471947693683997,0.5527234123162426,112000,14,0,0,32.15555555555556,88.84444444444445,-9.65137302596264,1624000,4000,1624000,4000,-9.65137302596264,4071,1224441.0,0.0,0.7518732267162845,4071,4.24818229675293,0.0030564696062356234,0.01,0.08264870941638947,4066.0890961176087,0.7969380021095276,4071,1.862645149230957e-09,27.0,2.0108089447021484,1224441.0,1.2076970338821411,0.12226825952529907,0.0,1.4687949419021606,0.0001
116000,1573,117977,False,29,94ea2_00001,2024-12-08_07-58-00,1733641080,6.00541877746582,180.63734531402588,1034571,DanielAhmed,192.168.137.208,180.63734531402588,29,3.651683771207015,4.3583660718652695,0.018967532382182774,6.163620638847351,8.7738037109375e-06,6.163476371765137,-43.0460864097294,10.0,50,1,4000,-11.677139976993494,22852000,75.69999999999999,100,3.4594561379341715,0.5782355258001398,116000,14,0,0,34.85,88.725,-11.677139976993494,1740000,4000,1740000,4000,-11.677139976993494,4064,1224441.0,0.0,0.7507418679769411,4064,4.037149429321289,0.0032651496585458517,0.01,-0.06881779432296753,4066.093523296544,0.8916308283805847,4064,9.313225746154785e-10,28.0,2.0162792205810547,1224441.0,3.375405788421631,0.3259316086769104,0.0,1.9612228870391846,0.0001
120000,1621,122039,False,30,94ea2_00001,2024-12-08_07-58-06,1733641086,5.976805686950684,186.61415100097656,1034571,DanielAhmed,192.168.137.208,186.61415100097656,30,3.638144800915067,4.351261902916477,0.01892949924824597,6.1393063306808475,8.89301300048828e-06,6.139161229133606,-43.0460864097294,10.0,48,1,4000,-13.686547424704072,24480000,79.37,100,3.4469951667761793,0.594752085442472,120000,14,0,0,31.222222222222214,88.85555555555555,-13.686547424704072,1860000,4000,1860000,4000,-13.686547424704072,4062,1224441.0,0.0,0.7495783362288114,4062,0.9193833470344543,0.0026299660094082355,0.01,0.005642821546643972,4066.0974530222884,0.3830350935459137,4062,4.656612873077393e-10,29.0,2.0135114192962646,1224441.0,3.0988495349884033,0.5574867725372314,0.0,0.7950548529624939,0.0001
